seqname	start	stop	strand	gene_id	gene_biotype	gene_name
2	152873772	152897695	+	ENSMUSG00000042631	protein_coding	Xkr7
2	4385772	4385878	-	ENSMUSG00000075826	snRNA	Gm23691
2	4463245	4471481	-	ENSMUSG00000086874	lncRNA	Gm13175
2	4590835	4592098	-	ENSMUSG00000086018	lncRNA	Gm13179
2	119727709	119800062	+	ENSMUSG00000033943	protein_coding	Mga
2	27776437	27929526	+	ENSMUSG00000026837	protein_coding	Col5a1
2	152907875	152923655	+	ENSMUSG00000027474	protein_coding	Ccm2l
2	27915429	27920449	-	ENSMUSG00000086560	lncRNA	Gm13372
2	4626869	4656924	-	ENSMUSG00000039449	protein_coding	Prpf18
2	4705049	4705427	+	ENSMUSG00000083378	processed_pseudogene	Gm13196
2	90575714	90611365	+	ENSMUSG00000008200	protein_coding	Fnbp4
2	90577960	90578307	-	ENSMUSG00000080873	processed_pseudogene	Rpl30-ps3
2	27966390	27974897	-	ENSMUSG00000026835	protein_coding	Fcnb
2	27982044	27983526	-	ENSMUSG00000085693	lncRNA	Gm13371
2	65676111	65861890	+	ENSMUSG00000044647	protein_coding	Csrnp3
2	65682752	65690963	-	ENSMUSG00000052865	lncRNA	Gm13619
2	65774643	65784414	-	ENSMUSG00000085160	lncRNA	Gm13617
2	4722642	4806953	+	ENSMUSG00000048186	protein_coding	Bend7
2	4838947	4839423	-	ENSMUSG00000083407	processed_pseudogene	Gm13176
2	65913110	65955338	-	ENSMUSG00000026994	protein_coding	Galnt3
2	119803180	119857889	+	ENSMUSG00000033902	protein_coding	Mapkbp1
2	119847998	119848060	+	ENSMUSG00000098632	miRNA	Mir7665
2	119855288	119857934	-	ENSMUSG00000087458	lncRNA	Gm13999
2	119857964	119863075	+	ENSMUSG00000098789	protein_coding	Jmjd7
2	4886375	4915368	+	ENSMUSG00000026662	protein_coding	Sephs1
2	152950388	152993361	+	ENSMUSG00000003283	protein_coding	Hck
2	4923830	4943541	+	ENSMUSG00000026664	protein_coding	Phyh
2	4946985	4947295	+	ENSMUSG00000086670	processed_pseudogene	Gm13194
2	4960880	4961104	-	ENSMUSG00000082795	processed_pseudogene	Gm13193
2	4964356	4964563	-	ENSMUSG00000069188	processed_pseudogene	Gm13192
2	28083004	28120748	+	ENSMUSG00000026833	protein_coding	Olfm1
2	119857974	119873514	+	ENSMUSG00000033852	protein_coding	Gm28042
2	28336812	28345520	+	ENSMUSG00000035829	protein_coding	Ppp1r26
2	28352013	28356344	-	ENSMUSG00000026831	protein_coding	Pierce1
2	4980933	4990559	+	ENSMUSG00000026668	protein_coding	Ucma
2	28358078	28361190	+	ENSMUSG00000035772	protein_coding	Mrps2
2	28367178	28368062	+	ENSMUSG00000082895	processed_pseudogene	Rpsa-ps9
2	119863898	119873511	+	ENSMUSG00000098488	protein_coding	Pla2g4b
2	28386903	28395427	+	ENSMUSG00000026829	protein_coding	Gbgt1
2	28396107	28397785	+	ENSMUSG00000063611	lncRNA	Gm10134
2	119871974	119916159	-	ENSMUSG00000074899	protein_coding	Sptbn5
2	180098038	180116660	+	ENSMUSG00000038963	protein_coding	Slco4a1
2	119919656	119985087	-	ENSMUSG00000027293	protein_coding	Ehd4
2	180141769	180186773	+	ENSMUSG00000027568	protein_coding	Ntsr1
2	4994525	5017602	-	ENSMUSG00000026669	protein_coding	Mcm10
2	180223097	180228097	+	ENSMUSG00000027569	protein_coding	Mrgbp
2	180231038	180237629	+	ENSMUSG00000049401	protein_coding	Ogfr
2	5025453	5068862	-	ENSMUSG00000026672	protein_coding	Optn
2	5042091	5045944	+	ENSMUSG00000086430	lncRNA	4930551O13Rik
2	119996893	120075816	-	ENSMUSG00000050211	protein_coding	Pla2g4e
2	5142587	5235689	+	ENSMUSG00000026676	protein_coding	Ccdc3
2	5161203	5162028	+	ENSMUSG00000081005	processed_pseudogene	Gm13198
2	5264740	5264926	-	ENSMUSG00000084606	snRNA	Gm23118
2	5288461	5288685	+	ENSMUSG00000080820	processed_pseudogene	Gm13197
2	120075402	120076079	-	ENSMUSG00000087555	lncRNA	Gm13997
2	120096076	120119678	-	ENSMUSG00000070719	protein_coding	Pla2g4d
2	5298268	5719326	-	ENSMUSG00000039145	protein_coding	Camk1d
2	120130438	120144646	-	ENSMUSG00000046971	protein_coding	Pla2g4f
2	90613071	90664781	+	ENSMUSG00000040812	protein_coding	Agbl2
2	180239583	180263982	+	ENSMUSG00000027570	protein_coding	Col9a3
2	90634604	90634920	-	ENSMUSG00000080977	processed_pseudogene	Gm13772
2	180263749	180284501	-	ENSMUSG00000038932	protein_coding	Tcfl5
2	28403137	28443093	+	ENSMUSG00000026821	protein_coding	Ralgds
2	90677499	90697154	+	ENSMUSG00000027282	protein_coding	Mtch2
2	28445807	28453415	-	ENSMUSG00000026818	protein_coding	Cel
2	28452209	28466710	+	ENSMUSG00000087667	lncRNA	Gm13381
2	28456323	28473763	-	ENSMUSG00000026816	protein_coding	Gtf3c5
2	28485139	28485242	+	ENSMUSG00000089055	snRNA	Gm22675
2	28498207	28498298	+	ENSMUSG00002075803	miRNA	Gm55466
2	6193276	6217844	-	ENSMUSG00000039063	protein_coding	Echdc3
2	28499462	28511994	-	ENSMUSG00000026815	protein_coding	Gfi1b
2	6198062	6326422	+	ENSMUSG00000087125	lncRNA	A230108P19Rik
2	6260757	6262077	-	ENSMUSG00000087485	lncRNA	Gm13383
2	6327074	6327891	-	ENSMUSG00000118578	protein_coding	1700014B07Rik
2	180299757	180351792	-	ENSMUSG00000038914	protein_coding	Dido1
2	180339856	180339962	+	ENSMUSG00000119719	snRNA	Gm22502
2	180351910	180360526	+	ENSMUSG00000027573	protein_coding	Gid8
2	180367056	180384073	+	ENSMUSG00000023393	protein_coding	Slc17a9
2	180408007	180417196	-	ENSMUSG00000087550	lncRNA	Gm14343
2	180416174	180418693	-	ENSMUSG00000045493	protein_coding	Bhlhe23
2	6327478	6451201	+	ENSMUSG00000039046	protein_coding	Usp6nl
2	180460136	180466423	-	ENSMUSG00000074507	lncRNA	Gm14340
2	180471283	180531453	-	ENSMUSG00000086166	lncRNA	Gm14342
2	6436597	6440844	-	ENSMUSG00000085716	lncRNA	Gm13388
2	180478274	180490707	+	ENSMUSG00000085428	lncRNA	Gm14344
2	180479631	180479748	+	ENSMUSG00002076540	misc_RNA	Gm55477
2	180489445	180490839	+	ENSMUSG00000085728	lncRNA	Gm14339
2	6484501	6487921	+	ENSMUSG00000102599	TEC	Gm38386
2	180535833	180535900	+	ENSMUSG00000065454	miRNA	Mir124a-3
2	180535898	180537013	+	ENSMUSG00000098051	lncRNA	Gm27032
2	120146942	120183618	-	ENSMUSG00000027291	protein_coding	Vps39
2	180546170	180562742	-	ENSMUSG00000038848	protein_coding	Ythdf1
2	180570816	180575803	+	ENSMUSG00000038840	protein_coding	Birc7
2	180576565	180596492	-	ENSMUSG00000027574	protein_coding	Nkain4
2	180596257	180608605	+	ENSMUSG00000087293	lncRNA	Gm14341
2	28531240	28581179	+	ENSMUSG00000026812	protein_coding	Tsc1
2	120185793	120234594	-	ENSMUSG00000033808	protein_coding	Tmem87a
2	28582092	28589739	-	ENSMUSG00000026809	protein_coding	Spaca9
2	28590176	28703177	+	ENSMUSG00000026807	protein_coding	Ak8
2	28623290	28623363	+	ENSMUSG00000092832	miRNA	Mir3088
2	28683362	28683581	-	ENSMUSG00000082796	processed_pseudogene	Gm13385
2	28697720	28697843	-	ENSMUSG00000083115	processed_pseudogene	Gm13386
2	28712311	28730372	-	ENSMUSG00000035666	protein_coding	Gtf3c4
2	28730418	28795583	+	ENSMUSG00000026806	protein_coding	Ddx31
2	67396215	67953033	+	ENSMUSG00000034780	protein_coding	B3galt1
2	67596321	67596403	+	ENSMUSG00000081299	processed_pseudogene	Gm13603
2	67611387	67611484	+	ENSMUSG00000098734	miRNA	Mir6335
2	67728940	67733844	+	ENSMUSG00000104398	TEC	Gm37964
2	67912135	67912673	+	ENSMUSG00000081257	processed_pseudogene	Gm13607
2	28797691	28806680	-	ENSMUSG00000026805	protein_coding	Barhl1
2	28816961	28945078	-	ENSMUSG00000079502	protein_coding	Cfap77
2	28823622	28824621	-	ENSMUSG00000083773	processed_pseudogene	Gm13394
2	120234377	120292181	+	ENSMUSG00000062646	protein_coding	Ganc
2	28950274	28977668	+	ENSMUSG00000026803	protein_coding	Ttf1
2	28978678	28984513	+	ENSMUSG00000086519	lncRNA	Gm13393
2	68040789	68302612	-	ENSMUSG00000027030	protein_coding	Stk39
2	28983847	28984117	-	ENSMUSG00000082788	processed_pseudogene	Gm13396
2	68314487	68314728	+	ENSMUSG00002076685	misc_RNA	Gm55539
2	68384899	68385273	+	ENSMUSG00000075312	processed_pseudogene	Gm13597
2	120286500	120335254	+	ENSMUSG00000118623	protein_coding	Gm52968
2	68397336	68398899	-	ENSMUSG00000115996	lncRNA	Gm49462
2	68408946	68412604	-	ENSMUSG00000115973	lncRNA	Gm36002
2	68412757	68446807	+	ENSMUSG00000053896	protein_coding	4933409G03Rik
2	29014193	29072483	+	ENSMUSG00000043535	protein_coding	Setx
2	90874437	90884278	-	ENSMUSG00000086495	lncRNA	Gm13778
2	180609018	180624319	+	ENSMUSG00000027575	protein_coding	Arfgap1
2	68486830	68578811	+	ENSMUSG00000079324	protein_coding	4932414N04Rik
2	68650655	68675596	-	ENSMUSG00000109667	lncRNA	Gm36231
2	68661361	68661750	+	ENSMUSG00000082836	processed_pseudogene	Gm13612
2	180625717	180629068	+	ENSMUSG00000070461	lncRNA	9230112E08Rik
2	68691785	68944626	+	ENSMUSG00000027035	protein_coding	Cers6
2	68721710	68725314	+	ENSMUSG00000103233	TEC	Gm37159
2	68736347	68739575	+	ENSMUSG00000103747	TEC	Gm38236
2	68792561	68794054	+	ENSMUSG00000103734	TEC	Gm37651
2	68819725	68823727	+	ENSMUSG00000104262	TEC	Gm37747
2	68843956	68844821	+	ENSMUSG00000103546	TEC	Gm37666
2	68848440	68852211	+	ENSMUSG00000102662	TEC	Gm38377
2	68966144	69019674	+	ENSMUSG00000034738	protein_coding	Nostrin
2	29084553	29143017	-	ENSMUSG00000035513	protein_coding	Ntng2
2	29135119	29143018	-	ENSMUSG00000079499	lncRNA	6530402F18Rik
2	90884354	90896714	+	ENSMUSG00000002102	protein_coding	Psmc3
2	29236831	29414805	+	ENSMUSG00000026799	protein_coding	Med27
2	29239854	29286471	-	ENSMUSG00000086994	lncRNA	Gm13402
2	29349206	29349340	+	ENSMUSG00002075871	rRNA	Gm55573
2	180628328	180660156	+	ENSMUSG00000016356	protein_coding	Col20a1
2	69024239	69036538	-	ENSMUSG00000005233	protein_coding	Spc25
2	180660173	180685339	-	ENSMUSG00000027577	protein_coding	Chrna4
2	90892136	90900762	-	ENSMUSG00000002105	protein_coding	Slc39a13
2	153538572	153571827	+	ENSMUSG00000082079	protein_coding	Dnmt3c
2	69041417	69058185	+	ENSMUSG00000005232	protein_coding	G6pc2
2	153583194	153615230	+	ENSMUSG00000027479	protein_coding	Mapre1
2	90912735	90946101	+	ENSMUSG00000002111	protein_coding	Spi1
2	153621851	153686671	+	ENSMUSG00000044083	protein_coding	Efcab8
2	153668091	153668525	+	ENSMUSG00000083097	processed_pseudogene	Gm14494
2	153698108	153713004	-	ENSMUSG00000027480	protein_coding	Sun5
2	6544505	7514374	-	ENSMUSG00000002107	protein_coding	Celf2
2	69068626	69172960	-	ENSMUSG00000027048	protein_coding	Abcb11
2	6889081	6891735	+	ENSMUSG00000087079	lncRNA	Gm13389
2	6937352	6939892	-	ENSMUSG00000075538	lncRNA	Gm10855
2	6945436	6955872	+	ENSMUSG00000103412	TEC	Gm37340
2	69078651	69102835	+	ENSMUSG00000086819	lncRNA	Gm13613
2	6955264	6956491	-	ENSMUSG00000062319	lncRNA	Gm10115
2	69160083	69160585	+	ENSMUSG00000083592	processed_pseudogene	Gm13614
2	7080905	7081225	-	ENSMUSG00002075987	misc_RNA	Gm55636
2	7354908	7355004	+	ENSMUSG00000077396	snRNA	Gm24340
2	7534750	7536118	+	ENSMUSG00000099424	lncRNA	Gm28641
2	7635887	7636159	+	ENSMUSG00000083252	processed_pseudogene	Gm13210
2	7720962	7786219	-	ENSMUSG00000085070	lncRNA	Gm13211
2	8152023	8152676	-	ENSMUSG00000083269	processed_pseudogene	Gm13254
2	8476905	8477195	-	ENSMUSG00002075086	misc_RNA	Gm55638
2	69210789	69234877	+	ENSMUSG00000027068	protein_coding	Dhrs9
2	8638748	8639294	+	ENSMUSG00000084374	processed_pseudogene	Gm13255
2	9045935	9047295	-	ENSMUSG00000082953	unprocessed_pseudogene	Gm13217
2	9194326	9202288	+	ENSMUSG00000085580	lncRNA	1700061F12Rik
2	9245567	9245643	-	ENSMUSG00002076673	miRNA	Gm55641
2	9274891	9275320	-	ENSMUSG00000083423	processed_pseudogene	Gm13221
2	153716965	153737190	+	ENSMUSG00000027481	protein_coding	Bpifb2
2	9357242	9452487	+	ENSMUSG00000079604	lncRNA	Gm13219
2	9580647	9581154	+	ENSMUSG00000081202	processed_pseudogene	Gm13220
2	9596030	9602654	-	ENSMUSG00000079603	lncRNA	Dreg1
2	9635457	9636152	-	ENSMUSG00000104276	TEC	Gm37866
2	153742308	153754715	+	ENSMUSG00000068009	protein_coding	Bpifb6
2	153760150	153774916	+	ENSMUSG00000068008	protein_coding	Bpifb3
2	153780141	153806021	+	ENSMUSG00000074665	protein_coding	Bpifb4
2	153816865	153842415	+	ENSMUSG00000078998	protein_coding	Bpifa6
2	69254684	69416409	-	ENSMUSG00000027070	protein_coding	Lrp2
2	153850185	153857999	+	ENSMUSG00000042459	protein_coding	Bpifa2
2	153891609	153892279	+	ENSMUSG00000118490	processed_pseudogene	Gm52978
2	153894189	153898559	+	ENSMUSG00000096084	unprocessed_pseudogene	Gm21850
2	153928755	153929334	-	ENSMUSG00000081013	processed_pseudogene	Gm14497
2	90948489	90966861	+	ENSMUSG00000002100	protein_coding	Mybpc3
2	153972256	153980276	+	ENSMUSG00000027482	protein_coding	Bpifa3
2	153984800	153991139	+	ENSMUSG00000027483	protein_coding	Bpifa1
2	154004527	154010370	+	ENSMUSG00000027484	protein_coding	Bpifa5
2	69477515	69497915	+	ENSMUSG00000063145	protein_coding	Bbs5
2	69500464	69514574	+	ENSMUSG00000075307	protein_coding	Klhl41
2	154032738	154062289	+	ENSMUSG00000027485	protein_coding	Bpifb1
2	154065662	154082822	+	ENSMUSG00000038572	protein_coding	Bpifb5
2	10158382	10261340	+	ENSMUSG00000025780	protein_coding	Itih5
2	69517159	69543860	-	ENSMUSG00000027086	protein_coding	Fastkd1
2	10344094	10378852	-	ENSMUSG00000086748	lncRNA	Gm13261
2	154099774	154113165	+	ENSMUSG00000067998	protein_coding	Bpifb9a
2	154126133	154127181	-	ENSMUSG00000083732	processed_pseudogene	Gm14197
2	154149147	154162566	+	ENSMUSG00000067996	protein_coding	Bpifb9b
2	154177300	154214930	-	ENSMUSG00000027487	protein_coding	Cdk5rap1
2	154218233	154250019	-	ENSMUSG00000027488	protein_coding	Snta1
2	10375321	10600064	+	ENSMUSG00000061186	protein_coding	Sfmbt2
2	10470098	10470218	+	ENSMUSG00002076942	miRNA	Gm55686
2	10470571	10470678	+	ENSMUSG00002075140	miRNA	Gm55687
2	10471474	10471557	+	ENSMUSG00000092793	miRNA	Mir466m
2	10471755	10471848	+	ENSMUSG00000077972	miRNA	Mir466f-1
2	10472040	10472160	+	ENSMUSG00000077038	miRNA	Mir669f
2	10472306	10472424	+	ENSMUSG00000080653	miRNA	Mir669e
2	10472601	10472697	+	ENSMUSG00000076126	miRNA	Mir669b
2	10472880	10472983	+	ENSMUSG00002075055	miRNA	Gm55689
2	10473154	10473274	+	ENSMUSG00000077834	miRNA	Mir669d
2	10473486	10473579	+	ENSMUSG00000077998	miRNA	Mir466f-2
2	10473782	10473879	+	ENSMUSG00000076959	miRNA	Mir669l
2	10476455	10476540	+	ENSMUSG00000080504	miRNA	Mir669d-2
2	10476764	10476857	+	ENSMUSG00000077981	miRNA	Mir466f-3
2	10477065	10477154	+	ENSMUSG00000076983	miRNA	Mir297a-2
2	10477351	10477434	+	ENSMUSG00000078026	miRNA	Mir466o
2	10478162	10478288	+	ENSMUSG00002075960	miRNA	Gm55690
2	69552889	69584356	+	ENSMUSG00000042133	protein_coding	Ppig
2	10478742	10478838	+	ENSMUSG00000077049	miRNA	Mir467c
2	10479030	10479111	+	ENSMUSG00000119771	miRNA	Mir466b-1
2	10479244	10479352	+	ENSMUSG00000076028	miRNA	Mir669a-3
2	10480111	10480237	+	ENSMUSG00000119803	miRNA	Mir669k
2	10480311	10480431	+	ENSMUSG00002075143	miRNA	Gm55694
2	10481157	10481229	+	ENSMUSG00000119247	miRNA	Mir467a-1
2	10481439	10481524	+	ENSMUSG00000095269	miRNA	Mir466b-8
2	10481664	10481760	+	ENSMUSG00000119292	miRNA	Mir669a-1
2	10481961	10482083	+	ENSMUSG00000080459	miRNA	Mir669g
2	69567701	69568133	-	ENSMUSG00000082345	processed_pseudogene	Gm13622
2	10482521	10482647	+	ENSMUSG00002076944	miRNA	Gm55695
2	10482721	10482841	+	ENSMUSG00000119793	miRNA	Mir669j
2	10483609	10483691	+	ENSMUSG00000119385	miRNA	Mir467a-2
2	10483899	10483982	+	ENSMUSG00000119608	miRNA	Mir466e
2	10484126	10484212	+	ENSMUSG00000119626	miRNA	Mir669a-4
2	10484976	10485102	+	ENSMUSG00002075541	miRNA	Gm55696
2	10485176	10485296	+	ENSMUSG00002076617	miRNA	Gm55697
2	10486059	10486131	+	ENSMUSG00000119508	miRNA	Mir467b
2	10486345	10486428	+	ENSMUSG00000119566	miRNA	Mir466c-1
2	10486572	10486658	+	ENSMUSG00000119137	miRNA	Mir669a-5
2	10487423	10487549	+	ENSMUSG00002076075	miRNA	Gm55698
2	10487623	10487742	+	ENSMUSG00002076869	miRNA	Gm55699
2	10488489	10488571	+	ENSMUSG00000119931	miRNA	Mir467a-3
2	10488777	10488866	+	ENSMUSG00000118762	miRNA	Mir466c-2
2	10489007	10489093	+	ENSMUSG00000119304	miRNA	Mir669a-6
2	10489301	10489424	+	ENSMUSG00002075738	miRNA	Gm55700
2	10489862	10489987	+	ENSMUSG00002075631	miRNA	Gm55701
2	10490061	10490180	+	ENSMUSG00002076835	miRNA	Gm55702
2	69588377	69619919	-	ENSMUSG00000070883	protein_coding	Ccdc173
2	10490946	10491028	+	ENSMUSG00000119498	miRNA	Mir467a-4
2	10491234	10491323	+	ENSMUSG00000119042	miRNA	Mir466b-4
2	69596526	69597150	+	ENSMUSG00000083007	processed_pseudogene	Gm13623
2	10491464	10491550	+	ENSMUSG00000119125	miRNA	Mir669a-7
2	10491757	10491879	+	ENSMUSG00002076388	miRNA	Gm55704
2	10492318	10492444	+	ENSMUSG00002076577	miRNA	Gm55705
2	10492515	10492635	+	ENSMUSG00002075668	miRNA	Gm55706
2	10493410	10493492	+	ENSMUSG00000119161	miRNA	Mir467a-5
2	10493698	10493785	+	ENSMUSG00000119006	miRNA	Mir466b-5
2	10493927	10494013	+	ENSMUSG00000119450	miRNA	Mir669p-1
2	10494221	10494344	+	ENSMUSG00002075878	miRNA	Gm55707
2	10494782	10494907	+	ENSMUSG00002076296	miRNA	Gm55708
2	10494978	10495098	+	ENSMUSG00002076887	miRNA	Gm55709
2	10495859	10495941	+	ENSMUSG00000118909	miRNA	Mir467a-6
2	10496147	10496236	+	ENSMUSG00000119785	miRNA	Mir466c-3
2	10496377	10496463	+	ENSMUSG00000119344	miRNA	Mir669a-8
2	10496671	10496794	+	ENSMUSG00002076422	miRNA	Gm55710
2	10497232	10497357	+	ENSMUSG00002076686	miRNA	Gm55711
2	10497431	10497550	+	ENSMUSG00002076510	miRNA	Gm55712
2	10498321	10498403	+	ENSMUSG00000119559	miRNA	Mir467a-7
2	10498609	10498698	+	ENSMUSG00000119051	miRNA	Mir466b-6
2	10498839	10498925	+	ENSMUSG00000119882	miRNA	Mir669a-9
2	10499132	10499254	+	ENSMUSG00002076753	miRNA	Gm55713
2	10499693	10499819	+	ENSMUSG00002076980	miRNA	Gm55714
2	10499890	10500010	+	ENSMUSG00002076144	miRNA	Gm55715
2	10500791	10500873	+	ENSMUSG00000119434	miRNA	Mir467a-8
2	10501079	10501166	+	ENSMUSG00000119723	miRNA	Mir466b-7
2	10501308	10501394	+	ENSMUSG00000119195	miRNA	Mir669p-2
2	10501602	10501725	+	ENSMUSG00002076560	miRNA	Gm55716
2	10502163	10502288	+	ENSMUSG00002076585	miRNA	Gm55717
2	10502359	10502479	+	ENSMUSG00002075201	miRNA	Gm55718
2	10503204	10503286	+	ENSMUSG00000119554	miRNA	Mir467a-9
2	10503496	10503577	+	ENSMUSG00000118692	miRNA	Mir466b-2
2	10503722	10503808	+	ENSMUSG00000119908	miRNA	Mir669a-10
2	10504015	10504137	+	ENSMUSG00002076172	miRNA	Gm55719
2	10504574	10504700	+	ENSMUSG00002075159	miRNA	Gm55720
2	10504777	10504894	+	ENSMUSG00002075272	miRNA	Gm55721
2	10505633	10505715	+	ENSMUSG00000118833	miRNA	Gm55722
2	10505920	10506009	+	ENSMUSG00002075310	miRNA	Gm55723
2	10506150	10506236	+	ENSMUSG00000119044	miRNA	Mir669a-11
2	10506444	10506565	+	ENSMUSG00002076127	miRNA	Gm55724
2	10507002	10507128	+	ENSMUSG00002076667	miRNA	Gm55725
2	10507202	10507322	+	ENSMUSG00002076849	miRNA	Gm55726
2	69619967	69630349	+	ENSMUSG00000027088	protein_coding	Phospho2
2	10508084	10508166	+	ENSMUSG00000118710	miRNA	Mir467a-10
2	10508376	10508456	+	ENSMUSG00000076994	miRNA	Mir466b-3
2	10508602	10508688	+	ENSMUSG00000119447	miRNA	Mir669a-12
2	69629495	69629956	-	ENSMUSG00000081857	processed_pseudogene	Gm13624
2	10509458	10509584	+	ENSMUSG00002076956	miRNA	Gm55728
2	10510532	10510618	+	ENSMUSG00000076948	miRNA	Mir467e
2	29710087	29735014	+	ENSMUSG00000069020	protein_coding	Urm1
2	10510817	10510905	+	ENSMUSG00000077113	miRNA	Mir466p
2	10511366	10511492	+	ENSMUSG00002075178	miRNA	Gm55729
2	10511566	10511666	+	ENSMUSG00002075323	miRNA	Gm55730
2	10512441	10512525	+	ENSMUSG00000077021	miRNA	Mir467d
2	10512729	10512801	+	ENSMUSG00000070099	miRNA	Mir466
2	10513264	10513390	+	ENSMUSG00002076337	miRNA	Gm55731
2	10513827	10513924	+	ENSMUSG00000076976	miRNA	Mir297c
2	10514107	10514215	+	ENSMUSG00000076118	miRNA	Mir669c
2	10514395	10514498	+	ENSMUSG00002076099	miRNA	Gm55732
2	154278401	154381276	+	ENSMUSG00000038533	protein_coding	Cbfa2t2
2	10514696	10514795	+	ENSMUSG00002076917	miRNA	Gm55738
2	69652288	69666995	+	ENSMUSG00000042155	protein_coding	Klhl23
2	10514975	10515071	+	ENSMUSG00000076014	miRNA	Mir669a-2
2	10515272	10515374	+	ENSMUSG00002075031	miRNA	Gm55739
2	10515602	10515703	+	ENSMUSG00002076116	miRNA	Gm55740
2	10516181	10516276	+	ENSMUSG00002076473	miRNA	Gm55741
2	10516478	10516586	+	ENSMUSG00000076222	miRNA	Mir297b
2	10516778	10516873	+	ENSMUSG00000078031	miRNA	Mir466d
2	10517014	10517110	+	ENSMUSG00002075959	miRNA	Gm55742
2	10517601	10517698	+	ENSMUSG00000089570	miRNA	Mir669m-1
2	10518245	10518342	+	ENSMUSG00000088980	miRNA	Mir669m-2
2	10518552	10518645	+	ENSMUSG00000077991	miRNA	Mir466n
2	10519111	10519206	+	ENSMUSG00000077086	miRNA	Mir669o
2	10519406	10519485	+	ENSMUSG00000078025	miRNA	Mir466g
2	10519702	10519782	+	ENSMUSG00000077941	miRNA	Mir466h
2	10520631	10520732	+	ENSMUSG00000076956	miRNA	Mir297a-3
2	10520908	10521028	+	ENSMUSG00000078060	miRNA	Mir466l
2	10521878	10521975	+	ENSMUSG00000077954	miRNA	Mir297a-4
2	10522148	10522237	+	ENSMUSG00002075177	miRNA	Gm55743
2	10522415	10522541	+	ENSMUSG00000080657	miRNA	Mir669i
2	10522966	10523090	+	ENSMUSG00000080594	miRNA	Mir669h
2	10898520	10899330	+	ENSMUSG00000103237	processed_pseudogene	Gm18547
2	10903482	10903902	-	ENSMUSG00000081367	processed_pseudogene	Gm13265
2	10963938	10964775	-	ENSMUSG00000082871	processed_pseudogene	Gm13263
2	11018619	11018729	-	ENSMUSG00000102734	TEC	Gm37343
2	11019573	11019701	-	ENSMUSG00000089007	snoRNA	Gm23877
2	11041684	11064940	+	ENSMUSG00000085257	lncRNA	Gm13264
2	11092592	11092724	-	ENSMUSG00000084560	snRNA	Gm26478
2	11095641	11096574	+	ENSMUSG00000081693	processed_pseudogene	Gm13297
2	11103744	11105073	-	ENSMUSG00000083900	processed_pseudogene	Gm13294
2	120294053	120335399	+	ENSMUSG00000079110	protein_coding	Capn3
2	154386319	154400810	-	ENSMUSG00000027489	protein_coding	Necab3
2	69691906	69702190	+	ENSMUSG00000068882	protein_coding	Ssb
2	154389005	154391923	+	ENSMUSG00000038523	protein_coding	1700003F12Rik
2	154393696	154395196	+	ENSMUSG00000078129	protein_coding	Actl10
2	11176919	11306033	+	ENSMUSG00000026778	protein_coding	Prkcq
2	11185823	11186751	+	ENSMUSG00000103774	TEC	Gm36932
2	11195452	11198123	-	ENSMUSG00000103253	TEC	Gm37520
2	11232108	11234674	+	ENSMUSG00000102992	TEC	Gm37766
2	11320183	11324685	-	ENSMUSG00000102196	lncRNA	Gm38171
2	69701542	69715959	-	ENSMUSG00000051730	protein_coding	Mettl5
2	11337636	11338524	+	ENSMUSG00000102894	TEC	Gm37851
2	11343177	11403312	-	ENSMUSG00000102674	lncRNA	8030442B05Rik
2	69701756	69702546	-	ENSMUSG00000089902	lncRNA	Gm13625
2	69716072	69718499	+	ENSMUSG00000085735	lncRNA	Mettl5os
2	11370052	11372262	-	ENSMUSG00000103223	TEC	Gm37730
2	11388598	11389718	-	ENSMUSG00000103321	TEC	4933403L11Rik
2	11389814	11391875	+	ENSMUSG00000086491	lncRNA	Gm13291
2	11413842	11414841	-	ENSMUSG00000082424	processed_pseudogene	Gm13292
2	154401327	154411812	-	ENSMUSG00000027490	protein_coding	E2f1
2	154427678	154445628	-	ENSMUSG00000000876	protein_coding	Pxmp4
2	154453730	154455357	-	ENSMUSG00000097602	lncRNA	4930519P11Rik
2	154455217	154488741	+	ENSMUSG00000059842	protein_coding	Zfp341
2	154471922	154474556	-	ENSMUSG00000085483	lncRNA	Gm14198
2	120337301	120394324	-	ENSMUSG00000027288	protein_coding	Zfp106
2	154493625	154536705	+	ENSMUSG00000038467	protein_coding	Chmp4b
2	154545729	154546619	+	ENSMUSG00000082064	processed_pseudogene	Rpl5-ps2
2	154555422	154555642	-	ENSMUSG00000083975	processed_pseudogene	Gm14215
2	154564272	154580371	-	ENSMUSG00000085691	lncRNA	Gm14216
2	69727590	69854357	+	ENSMUSG00000044308	protein_coding	Ubr3
2	69869255	69872750	+	ENSMUSG00000086132	lncRNA	Gm13631
2	69869470	70259542	+	ENSMUSG00000042064	protein_coding	Myo3b
2	70289326	70289904	+	ENSMUSG00000047965	processed_pseudogene	Rpl9-ps7
2	70305267	70308073	+	ENSMUSG00000075304	protein_coding	Sp5
2	70320284	70393701	-	ENSMUSG00000087264	lncRNA	Gad1os
2	70339163	70371228	+	ENSMUSG00000075302	protein_coding	Erich2
2	70353386	70354111	-	ENSMUSG00000104076	TEC	Gm37026
2	70383416	70432358	+	ENSMUSG00000070880	protein_coding	Gad1
2	70448972	70449220	-	ENSMUSG00000086699	processed_pseudogene	Gm16510
2	70491493	70492453	-	ENSMUSG00000097025	lncRNA	Gm26558
